,PageID,VisitID,PageName,CatName,CatID,ExtCatName,ExtCatID,TopicName,TopicID,TimeOnPage,PageScore,SequenceNumber,Referrer,Day,Hour,Length_seconds,Length_pagecount,Type
13557,3065,7033,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",143,4,URI_42,Tuesday,8.0,900.0,11.0,Fulltext
13951,3065,7242,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",184,8,URI_45,Tuesday,15.0,540.0,8.0,Fulltext
14044,3065,7282,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",92,8,URI_9,Tuesday,16.0,360.0,8.0,Catalogue
14207,3065,7357,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",120,1,URI_34,Tuesday,19.0,120.0,2.0,
14301,3065,7414,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",313,5,URI_39,Wednesday,0.0,780.0,5.0,Fulltext
14357,3065,7435,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",71,4,URI_95,Wednesday,7.0,60.0,5.0,Partners
14523,3065,7511,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_0,Wednesday,10.0,600.0,8.0,
14643,3065,7551,CATALOG,Info,4,Send catalog,7,In general,1000,"(134.4, 186.6]",469,5,URI_9,Wednesday,12.0,600.0,11.0,Catalogue
14756,3065,7601,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",203,2,URI_0,Wednesday,14.0,60.0,2.0,
14835,3065,7633,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",143,4,URI_64,Wednesday,15.0,420.0,16.0,Partners
14878,3065,7655,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",60,1,URI_111,Wednesday,15.0,420.0,6.0,
15149,3065,7768,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",203,2,URI_0,Wednesday,22.0,240.0,6.0,
15302,3065,7834,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",120,1,URI_111,Thursday,10.0,420.0,5.0,
15338,3065,7846,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",125,3,URI_42,Thursday,10.0,60.0,3.0,Fulltext
15354,3065,7851,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",50,2,URI_0,Thursday,11.0,1500.0,12.0,
15367,3065,7858,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",71,4,URI_111,Thursday,11.0,300.0,4.0,
15600,3065,7965,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",71,4,URI_111,Thursday,17.0,780.0,6.0,
15619,3065,7972,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_111,Thursday,18.0,60.0,2.0,
15633,3065,7981,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",60,1,URI_111,Thursday,19.0,120.0,4.0,
15747,3065,8023,CATALOG,Info,4,Send catalog,7,In general,1000,"(134.4, 186.6]",429,4,URI_45,Friday,0.0,300.0,5.0,Fulltext
15824,3065,8073,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",191,9,URI_0,Friday,14.0,960.0,9.0,
15858,3065,8085,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",71,4,URI_0,Friday,15.0,120.0,4.0,
15959,3065,8130,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",125,3,URI_9,Friday,22.0,360.0,10.0,Catalogue
16103,3065,8201,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",50,2,URI_111,Saturday,14.0,360.0,2.0,
16137,3065,8214,CATALOG,Info,4,Send catalog,7,In general,1000,"(291.0, 343.2]",507,2,URI_100,Saturday,14.0,660.0,7.0,OwnWebs
16299,3065,8267,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",95,9,URI_0,Saturday,19.0,480.0,11.0,
16430,3065,8330,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",71,4,URI_39,Sunday,1.0,240.0,4.0,Fulltext
16484,3065,8356,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",50,2,URI_111,Sunday,10.0,180.0,2.0,
16490,3065,8359,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",143,4,URI_100,Sunday,10.0,120.0,4.0,OwnWebs
16537,3065,8376,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_93,Sunday,11.0,360.0,7.0,Partners
16556,3065,8385,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",191,9,URI_111,Sunday,12.0,960.0,13.0,
16572,3065,8392,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",88,7,URI_45,Sunday,12.0,600.0,7.0,Fulltext
16607,3065,8409,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_9,Sunday,13.0,120.0,2.0,Catalogue
16631,3065,8413,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",95,9,URI_0,Sunday,14.0,1080.0,15.0,
16637,3065,8418,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_0,Sunday,14.0,120.0,2.0,
16739,3065,8464,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",62,3,URI_111,Sunday,16.0,120.0,3.0,
16759,3065,8474,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",251,3,URI_111,Sunday,17.0,600.0,3.0,
16811,4452,8505,APPLICATION,Application,5,Application,9,In general,1000,"(82.2, 134.4]",120,1,URI_45,Sunday,18.0,120.0,2.0,Fulltext
16886,3065,8536,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",313,5,URI_0,Sunday,20.0,1140.0,5.0,
17145,3065,8630,CATALOG,Info,4,Send catalog,7,In general,1000,"(134.4, 186.6]",469,5,URI_0,Monday,8.0,420.0,5.0,
17250,3065,8669,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",203,2,URI_0,Monday,10.0,180.0,2.0,
17308,3065,8683,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",83,6,URI_0,Monday,11.0,3180.0,37.0,
17370,3065,8710,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_97,Monday,11.0,60.0,2.0,Other
17381,3065,8716,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",71,4,URI_42,Monday,11.0,60.0,5.0,Fulltext
17406,3065,8726,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_42,Monday,11.0,60.0,2.0,Fulltext
17505,3065,8760,CATALOG,Info,4,Send catalog,7,In general,1000,"(1230.6, 1282.8]",3711,7,URI_45,Monday,13.0,3660.0,13.0,Fulltext
17605,3065,8795,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",143,4,URI_45,Monday,12.0,360.0,4.0,Fulltext
17643,3065,8806,CATALOG,Info,4,Send catalog,7,In general,1000,"(656.4, 708.6]",1117,2,URI_0,Monday,13.0,900.0,5.0,
17644,3065,8806,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",71,4,URI_0,Monday,13.0,900.0,5.0,
17683,3065,8821,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",125,3,URI_9,Monday,13.0,240.0,6.0,Catalogue
17732,3065,8842,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",143,4,URI_80,Monday,13.0,120.0,8.0,Fulltext
17784,3065,8870,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",88,7,URI_111,Monday,14.0,180.0,7.0,
17787,3065,8872,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",203,2,URI_9,Monday,14.0,60.0,2.0,Catalogue
17825,3065,8880,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",83,6,URI_73,Monday,14.0,960.0,6.0,OwnWebs
17829,3065,8881,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",143,4,URI_39,Monday,14.0,540.0,4.0,Fulltext
17889,3065,8898,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",88,7,URI_70,Monday,14.0,540.0,7.0,Other
17937,3065,8914,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",50,2,URI_138,Monday,15.0,60.0,2.0,Fulltext
18064,3065,8950,CATALOG,Info,4,Send catalog,7,In general,1000,"(134.4, 186.6]",304,2,URI_0,Monday,15.0,480.0,8.0,
18187,3065,9005,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",78,5,URI_116,Monday,17.0,240.0,5.0,Other
18286,3065,9062,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",125,3,URI_42,Monday,21.0,240.0,4.0,Fulltext
18295,3065,9067,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_93,Monday,21.0,120.0,2.0,Partners
18428,3065,9131,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",71,4,URI_39,Tuesday,0.0,420.0,4.0,Fulltext
18456,3065,9146,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",83,6,URI_9,Tuesday,4.0,720.0,8.0,Catalogue
18522,3065,9172,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",203,2,URI_0,Tuesday,7.0,480.0,7.0,
18525,3065,9174,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",60,1,URI_111,Tuesday,7.0,60.0,2.0,
18529,3065,9176,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",203,2,URI_0,Tuesday,7.0,120.0,3.0,
18539,3065,9177,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",95,9,URI_0,Tuesday,8.0,1740.0,10.0,
18856,3065,9275,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",156,5,URI_9,Tuesday,10.0,600.0,6.0,Catalogue
18910,3065,9297,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",143,4,URI_0,Tuesday,10.0,180.0,4.0,
18925,3065,9301,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",62,3,URI_111,Tuesday,11.0,360.0,3.0,
18943,3065,9306,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",143,4,URI_80,Tuesday,11.0,540.0,9.0,Fulltext
18950,3065,9307,CATALOG,Info,4,Send catalog,7,In general,1000,"(343.2, 395.4]",1005,6,URI_111,Tuesday,11.0,660.0,7.0,
19175,3065,9394,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_9,Tuesday,13.0,120.0,4.0,Catalogue
19178,3065,9395,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",62,3,URI_132,Tuesday,13.0,300.0,3.0,OwnWebs
19202,3065,9400,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,11,URI_42,Tuesday,13.0,1200.0,19.0,Fulltext
19303,3065,9425,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_42,Tuesday,13.0,840.0,10.0,Fulltext
19332,4582,9434,APPLICATION,Application,5,Application,9,In general,1000,"(27.39, 82.2]",125,3,URI_80,Tuesday,14.0,360.0,5.0,Fulltext
19351,3065,9438,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",125,3,URI_9,Tuesday,14.0,780.0,13.0,Catalogue
19535,3065,9506,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",71,4,URI_111,Tuesday,15.0,360.0,4.0,
19593,3065,9528,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",143,4,URI_113,Tuesday,16.0,600.0,8.0,
19594,3065,9528,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",83,6,URI_113,Tuesday,16.0,600.0,8.0,
19606,3065,9534,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",353,7,URI_39,Tuesday,16.0,1440.0,7.0,Fulltext
19672,3065,9564,CATALOG,Info,4,Send catalog,7,In general,1000,"(134.4, 186.6]",554,8,URI_111,Tuesday,17.0,180.0,8.0,
19706,3065,9588,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",62,3,URI_80,Tuesday,18.0,540.0,3.0,Fulltext
19945,3065,9708,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",60,1,URI_103,Wednesday,2.0,60.0,2.0,Other
20065,3065,9763,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",251,3,URI_41,Wednesday,9.0,360.0,3.0,Fulltext
20102,3065,9774,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",176,7,URI_0,Wednesday,9.0,180.0,7.0,
20211,3065,9785,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",313,5,URI_42,Wednesday,10.0,240.0,5.0,Fulltext
20252,3065,9796,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_42,Wednesday,10.0,180.0,4.0,Fulltext
20254,3065,9797,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_0,Wednesday,10.0,60.0,2.0,
20269,3065,9800,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",167,6,URI_0,Wednesday,10.0,240.0,6.0,
20561,3065,9902,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",313,5,URI_42,Wednesday,13.0,120.0,5.0,Fulltext
20629,4627,9936,APPLICATION,Application,5,Application,9,In general,1000,"(134.4, 186.6]",429,4,URI_9,Wednesday,14.0,780.0,6.0,Catalogue
20731,3065,9985,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",50,2,URI_111,Wednesday,15.0,120.0,2.0,
20884,3065,10033,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",452,16,URI_9,Wednesday,16.0,2400.0,24.0,Catalogue
20885,3065,10033,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",121,21,URI_9,Wednesday,16.0,2400.0,24.0,Catalogue
20957,3065,10061,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",251,3,URI_42,Wednesday,17.0,360.0,4.0,Fulltext
21008,3065,10082,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",71,4,URI_39,Wednesday,18.0,300.0,7.0,Fulltext
21154,3065,10165,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",203,2,URI_0,Wednesday,21.0,1680.0,10.0,
21244,3065,10209,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",286,4,URI_42,Wednesday,23.0,360.0,5.0,Fulltext
21347,3065,10259,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",251,3,URI_111,Thursday,8.0,660.0,8.0,
21398,3065,10276,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",71,4,URI_0,Thursday,9.0,780.0,4.0,
21449,3065,10298,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",62,3,URI_0,Thursday,10.0,900.0,3.0,
21520,3065,10324,CATALOG,Info,4,Send catalog,7,In general,1000,"(343.2, 395.4]",1060,7,URI_64,Thursday,11.0,1260.0,9.0,Partners
21697,3065,10383,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",125,3,URI_68,Thursday,12.0,360.0,3.0,Partners
21995,3065,10496,CATALOG,Info,4,Send catalog,7,In general,1000,"(134.4, 186.6]",180,1,URI_111,Thursday,15.0,180.0,3.0,
22064,3065,10528,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",203,2,URI_39,Thursday,17.0,60.0,2.0,Fulltext
22193,3065,10588,CATALOG,Info,4,Send catalog,7,In general,1000,"(238.8, 291.0]",503,3,URI_0,Thursday,20.0,360.0,4.0,
22265,3065,10622,CATALOG,Info,4,Send catalog,7,In general,1000,"(291.0, 343.2]",507,2,URI_0,Thursday,23.0,960.0,6.0,
22323,3065,10650,CATALOG,Info,4,Send catalog,7,In general,1000,"(134.4, 186.6]",641,13,URI_45,Friday,6.0,1080.0,14.0,Fulltext
22493,3065,10706,CATALOG,Info,4,Send catalog,7,In general,1000,"(134.4, 186.6]",304,2,URI_0,Friday,10.0,720.0,7.0,
22579,3065,10733,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",143,4,URI_68,Friday,11.0,600.0,12.0,Partners
22829,4718,10842,APPLICATION,Application,5,Application,9,In general,1000,"(27.39, 82.2]",60,1,URI_111,Friday,18.0,360.0,5.0,
22835,3065,10846,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",62,3,URI_111,Friday,18.0,180.0,3.0,
22868,3065,10864,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",383,9,URI_39,Friday,20.0,600.0,15.0,Fulltext
22869,3065,10864,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,11,URI_39,Friday,20.0,600.0,15.0,Fulltext
22902,3065,10872,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",50,2,URI_80,Friday,21.0,180.0,2.0,Fulltext
22946,3065,10885,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",78,5,URI_111,Saturday,1.0,240.0,5.0,
22963,3065,10891,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",203,11,URI_0,Saturday,2.0,360.0,13.0,
23114,4728,10946,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",62,3,URI_38,Saturday,13.0,60.0,3.0,Fulltext
23357,3065,11043,CATALOG,Info,4,Send catalog,7,In general,1000,"(395.4, 447.6]",711,2,URI_0,Saturday,17.0,720.0,3.0,
23379,3065,11051,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",251,3,URI_45,Saturday,18.0,1320.0,5.0,Fulltext
23435,3065,11075,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",286,4,URI_111,Saturday,18.0,240.0,4.0,
23548,3065,11119,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",88,7,URI_111,Saturday,20.0,2520.0,10.0,
23587,3065,11132,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",510,26,URI_0,Saturday,21.0,2460.0,26.0,
23620,4757,11143,APPLICATION,Application,5,Application,9,In general,1000,"(27.39, 82.2]",60,1,URI_80,Saturday,21.0,60.0,3.0,Fulltext
23646,3065,11151,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_131,Saturday,22.0,420.0,5.0,Partners
23739,3065,11184,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_0,Sunday,1.0,300.0,8.0,
23790,3065,11208,CATALOG,Info,4,Send catalog,7,In general,1000,"(134.4, 186.6]",502,6,URI_132,Sunday,10.0,2400.0,15.0,OwnWebs
23791,3065,11208,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",104,12,URI_132,Sunday,10.0,2400.0,15.0,OwnWebs
23851,3065,11227,CATALOG,Info,4,Send catalog,7,In general,1000,"(395.4, 447.6]",1237,7,URI_101,Sunday,11.0,420.0,7.0,OwnWebs
23879,3065,11240,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",30,1,URI_0,Sunday,11.0,360.0,6.0,
23999,3065,11287,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",176,7,URI_111,Sunday,14.0,1020.0,13.0,
24044,3065,11306,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",203,2,URI_9,Sunday,14.0,120.0,3.0,Catalogue
24152,3065,11363,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",203,2,URI_111,Sunday,16.0,240.0,3.0,
24197,3065,11385,CATALOG,Info,4,Send catalog,7,In general,1000,"(291.0, 343.2]",300,1,URI_111,Sunday,16.0,300.0,2.0,
24247,3065,11401,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",62,3,URI_111,Sunday,17.0,780.0,3.0,
24251,3065,11402,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",251,3,URI_39,Sunday,17.0,120.0,4.0,Fulltext
24309,3065,11435,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_5,Sunday,17.0,60.0,2.0,Catalogue
24419,4794,11480,APPLICATION,Application,5,Application,9,In general,1000,"(134.4, 186.6]",180,1,URI_45,Sunday,19.0,180.0,2.0,Fulltext
24569,3065,11555,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",120,1,URI_111,Sunday,22.0,420.0,4.0,
24580,3065,11557,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",369,8,URI_0,Sunday,23.0,2520.0,10.0,
24664,3065,11599,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_93,Monday,1.0,60.0,2.0,Partners
24679,3065,11609,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_0,Monday,6.0,60.0,2.0,
24699,3065,11611,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",114,17,URI_0,Monday,7.0,1140.0,17.0,
24755,3065,11644,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",50,2,URI_9,Monday,8.0,60.0,2.0,Catalogue
24820,3065,11681,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",203,2,URI_130,Monday,9.0,60.0,2.0,Partners
24834,3065,11689,CATALOG,Info,4,Send catalog,7,In general,1000,"(238.8, 291.0]",572,4,URI_111,Monday,10.0,420.0,5.0,
24864,3065,11696,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",198,10,URI_99,Monday,10.0,1500.0,11.0,OwnWebs
24949,3065,11723,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_0,Monday,10.0,120.0,4.0,
25042,3065,11756,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",143,4,URI_80,Monday,11.0,300.0,4.0,Fulltext
25180,3065,11806,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",50,2,URI_9,Monday,12.0,240.0,2.0,Catalogue
25186,3065,11808,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",62,3,URI_80,Monday,12.0,480.0,3.0,Fulltext
25326,3065,11875,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",62,3,URI_42,Monday,13.0,240.0,3.0,Fulltext
25439,3065,11903,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",203,2,URI_42,Monday,13.0,600.0,3.0,Fulltext
25446,3065,11907,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_9,Monday,13.0,60.0,2.0,Catalogue
25496,3065,11935,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",50,2,URI_0,Monday,14.0,300.0,2.0,
25677,3065,12013,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",176,7,URI_0,Monday,15.0,240.0,7.0,
25692,3065,12017,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",78,5,URI_111,Monday,15.0,420.0,6.0,
25733,3065,12031,CATALOG,Info,4,Send catalog,7,In general,1000,"(134.4, 186.6]",304,2,URI_0,Monday,15.0,360.0,4.0,
25827,3065,12067,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",113,16,URI_0,Monday,16.0,960.0,16.0,
25865,3065,12084,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",50,2,URI_42,Monday,16.0,60.0,2.0,Fulltext
25951,3065,12113,CATALOG,Info,4,Send catalog,7,In general,1000,"(82.2, 134.4]",313,5,URI_0,Monday,17.0,1380.0,9.0,
25952,3065,12113,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",184,8,URI_0,Monday,17.0,1380.0,9.0,
26111,3065,12180,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",101,2,URI_111,Monday,18.0,60.0,2.0,
26208,3065,12218,CATALOG,Info,4,Send catalog,7,In general,1000,"(27.39, 82.2]",125,3,URI_0,Monday,19.0,120.0,3.0,
